"1011852,Maykop,""Maykop,Adygea,Russia"",21250,RU,City,Active"
"9040926,Nevinnomyssk,""Nevinnomyssk,Stavropol Krai,Russia"",20969,RU,City,Active"
"9040927,Armavir,""Armavir,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9040928,Akhtubinsk,""Akhtubinsk,Astrakhan Oblast,Russia"",20917,RU,City,Active"
"9040929,Kamyshin,""Kamyshin,Volgograd Oblast,Russia"",20980,RU,City,Active"
"9040930,Stary Oskol,""Stary Oskol,Belgorod Oblast,Russia"",20919,RU,City,Active"
"9040931,Yelets,""Yelets,Lipetsk Oblast,Russia"",20946,RU,City,Active"
"9040932,Protvino,""Protvino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040933,Klimovsk,""Klimovsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040934,Novomoskovsk,""Novomoskovsk,Tula Oblast,Russia"",20975,RU,City,Active"
"9040935,Sarov,""Sarov,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"9040936,Lukhovitsy,""Lukhovitsy,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040937,Voskresensk,""Voskresensk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040938,Vidnoye,""Vidnoye,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040939,Lyubertsy,""Lyubertsy,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040940,Tomilino,""Tomilino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040941,Ramenskoye,""Ramenskoye,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040942,Zheleznodorozhny,""Zheleznodorozhny,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040943,Reutov,""Reutov,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040944,Monino,""Monino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040945,Shchyolkovo,""Shchyolkovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040946,Orekhovo-Zuyevo,""Orekhovo-Zuyevo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040947,Shuya,""Shuya,Ivanovo Oblast,Russia"",20927,RU,City,Active"
"9040948,Markovo,""Markovo,Ivanovo Oblast,Russia"",20927,RU,City,Active"
"9040949,Vyksa,""Vyksa,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"9040950,Kstovo,""Kstovo,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"9040951,Cheboksary,""Cheboksary,Chuvashia Republic,Russia"",21348,RU,City,Active"
"9040952,Nizhnekamsk,""Nizhnekamsk,Tatarstan,Russia"",20971,RU,City,Active"
"9040953,Tuymazy,""Tuymazy,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9040954,Belebey,""Belebey,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9040955,Kumertau,""Kumertau,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9040956,Gorno-Altaysk,""Gorno-Altaysk,Altai Republic,Russia"",20914,RU,City,Active"
"9040957,Kiselyovsk,""Kiselyovsk,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"9040958,Novy Urengoy,""Novy Urengoy,Yamalo-Nenets Autonomous Okrug,Russia"",20984,RU,City,Active"
"9040959,Nyagan,""Nyagan,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"9040960,Tobolsk,""Tobolsk,Tyumen Oblast,Russia"",20977,RU,City,Active"
"9040961,Bobrovskiy,""Bobrovskiy,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9040962,Ozersk,""Ozersk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"9040963,Shadrinsk,""Shadrinsk,Kurgan Oblast,Russia"",20934,RU,City,Active"
"9040964,Uchaly,""Uchaly,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9040965,Beloretsk,""Beloretsk,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9040966,Ishimbay,""Ishimbay,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9040967,Birsk,""Birsk,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9040968,Severomorsk,""Severomorsk,Murmansk Oblast,Russia"",20951,RU,City,Active"
"9040969,Pechora,""Pechora,Komi Republic,Russia"",20940,RU,City,Active"
"9040970,Usinsk,""Usinsk,Komi Republic,Russia"",20940,RU,City,Active"
"9040971,Kingisepp,""Kingisepp,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9040972,Sosnovy Bor,""Sosnovy Bor,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9040973,Rybinsk,""Rybinsk,Yaroslavl Oblast,Russia"",20985,RU,City,Active"
"9040974,Konakovo,""Konakovo,Tver Oblast,Russia"",20976,RU,City,Active"
"9040975,Kimry,""Kimry,Tver Oblast,Russia"",20976,RU,City,Active"
"9040976,Alexandrov,""Alexandrov,Vladimir Oblast,Russia"",20981,RU,City,Active"
"9040977,Khotkovo,""Khotkovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040978,Dmitrov,""Dmitrov,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040979,Solnechnogorsk,""Solnechnogorsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040980,Fryazino,""Fryazino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040981,Ivanteyevka,""Ivanteyevka,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040982,Mytishchi,""Mytishchi,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040983,Dolgoprudny,""Dolgoprudny,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040984,Istra,""Istra,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040985,Krasnogorsk,""Krasnogorsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040986,Krasnoznamensk,""Krasnoznamensk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040987,Vlasikha,""Vlasikha,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040988,Zvenigorod,""Zvenigorod,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040989,Klin,""Klin,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040990,Borovichi,""Borovichi,Novgorod Oblast,Russia"",20952,RU,City,Active"
"9040991,Tikhvin,""Tikhvin,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9040992,Kubinka,""Kubinka,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040993,Naro-Fominsk,""Naro-Fominsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9040994,Chernyakhovsk,""Chernyakhovsk,Kaliningrad Oblast,Russia"",20933,RU,City,Active"
"9040995,Sovetsk,""Sovetsk,Kaliningrad Oblast,Russia"",20933,RU,City,Active"
"9040996,Chita,""Chita,Zabaykalsky Krai,Russia"",9047109,RU,City,Active"
"9040997,Komsomolsk-on-Amur,""Komsomolsk-on-Amur,Khabarovsk Krai,Russia"",20935,RU,City,Active"
"9047022,Central Administrative Okrug,""Central Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047023,Eastern Administrative Okrug,""Eastern Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047024,North-Eastern Administrative Okrug,""North-Eastern Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047025,North-Western Administrative Okrug,""North-Western Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047026,Northern Administrative Okrug,""Northern Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047027,South-Eastern Administrative District,""South-Eastern Administrative District,Moscow,Russia"",20950,RU,Okrug,Active"
"9047028,South-Western Administrative Okrug,""South-Western Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047029,Southern Administrative Okrug,""Southern Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047030,Western Administrative Okrug,""Western Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047031,Zelenogradsky Administrative Okrug,""Zelenogradsky Administrative Okrug,Moscow,Russia"",20950,RU,Okrug,Active"
"9047064,Vyborgsky District,""Vyborgsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047065,Primorsky District,""Primorsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047066,Moskovsky District,""Moskovsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047067,Tsentralny District,""Tsentralny District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047068,Nevsky District,""Nevsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047069,Krasnogvardeysky District,""Krasnogvardeysky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047070,Admiralteysky District,""Admiralteysky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047071,Kalininsky District,""Kalininsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047072,Kirovsky District,""Kirovsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047073,Frunzensky District,""Frunzensky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047074,Petrogradsky District,""Petrogradsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047075,Vasileostrovsky District,""Vasileostrovsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047076,Krasnoselsky District,""Krasnoselsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047077,Pushkinsky District,""Pushkinsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047078,Kolpinsky District,""Kolpinsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047079,Petrodvortsovy District,""Petrodvortsovy District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047080,Kurortny District,""Kurortny District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047081,Kronshtadtsky District,""Kronshtadtsky District,Saint Petersburg,Russia"",20968,RU,Okrug,Active"
"9047109,Zabaykalsky Krai,""Zabaykalsky Krai,Russia"",2643,RU,Region,Active"
"9051371,Adler,""Adler,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9051372,Aprelevka,""Aprelevka,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051373,Artem,""Artem,Primorsky Krai,Russia"",20959,RU,City,Active"
"9051374,Azov,""Azov,Rostov Oblast,Russia"",20961,RU,City,Active"
"9051375,Bataysk,""Bataysk,Rostov Oblast,Russia"",20961,RU,City,Active"
"9051376,Belorechensk,""Belorechensk,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9051377,Belovo,""Belovo,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"9051378,Beryozovsky,""Beryozovsky,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051379,Bolshoy Kamen,""Bolshoy Kamen,Primorsky Krai,Russia"",20959,RU,City,Active"
"9051380,Buynaksk,""Buynaksk,Dagestan Republic,Russia"",20925,RU,City,Active"
"9051381,Chekhov,""Chekhov,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051382,Domodedovo,""Domodedovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051383,Dzerzhinsky,""Dzerzhinsky,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051384,Golitsyno,""Golitsyno,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051385,Gus-Khrustalny,""Gus-Khrustalny,Vladimir Oblast,Russia"",20981,RU,City,Active"
"9051386,Kachkanar,""Kachkanar,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051387,Kashira,""Kashira,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051388,Kaspiysk,""Kaspiysk,Dagestan Republic,Russia"",20925,RU,City,Active"
"9051389,Khasavyurt,""Khasavyurt,Dagestan Republic,Russia"",20925,RU,City,Active"
"9051390,Kineshma,""Kineshma,Ivanovo Oblast,Russia"",20927,RU,City,Active"
"9051391,Kirovo-Chepetsk,""Kirovo-Chepetsk,Kirov Oblast,Russia"",20937,RU,City,Active"
"9051392,Kirovsk,""Kirovsk,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051393,Kirzhach,""Kirzhach,Vladimir Oblast,Russia"",20981,RU,City,Active"
"9051394,Kolpino,""Kolpino,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051395,Kommunar,""Kommunar,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051396,Kommunarka,""Kommunarka,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051397,Kostomuksha,""Kostomuksha,Republic of Karelia,Russia"",20942,RU,City,Active"
"9051398,Kotelniki,""Kotelniki,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051399,Kraskovo,""Kraskovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051400,Krasnoarmeysk,""Krasnoarmeysk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051401,Krasnoye Selo,""Krasnoye Selo,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051402,Kronshtadt,""Kronshtadt,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051403,Kropotkin,""Kropotkin,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9051404,Kyzyl,""Kyzyl,Tuva,Russia"",21346,RU,City,Active"
"9051405,Labytnangi,""Labytnangi,Yamalo-Nenets Autonomous Okrug,Russia"",20984,RU,City,Active"
"9051406,Lomonosov,""Lomonosov,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051407,Losino-Petrovsky,""Losino-Petrovsky,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051408,Lytkarino,""Lytkarino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051409,Malakhovka,""Malakhovka,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051410,Maloyaroslavets,""Maloyaroslavets,Kaluga Oblast,Russia"",20939,RU,City,Active"
"9051411,Malysheva,""Malysheva,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051412,Megion,""Megion,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"9051413,Metallostroy,""Metallostroy,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051414,Minusinsk,""Minusinsk,Krasnoyarsk Krai,Russia"",20944,RU,City,Active"
"9051415,Mirny,""Mirny,Sakha Republic,Russia"",20963,RU,City,Active"
"9051416,Monchegorsk,""Monchegorsk,Murmansk Oblast,Russia"",20951,RU,City,Active"
"9051417,Moskovsky,""Moskovsky,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051418,Nakhabino,""Nakhabino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051419,Naryan-Mar,""Naryan-Mar,Nenets Autonomous Okrug,Russia"",21351,RU,City,Active"
"9051420,Nazran,""Nazran,Ingushetia,Russia"",21251,RU,City,Active"
"9051421,Neryungri,""Neryungri,Sakha Republic,Russia"",20963,RU,City,Active"
"9051422,Nikolskoye,""Nikolskoye,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051423,Nizhnyaya Tura,""Nizhnyaya Tura,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051424,Novaya Pustosh,""Novaya Pustosh,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051425,Novoaltaysk,""Novoaltaysk,Altai Krai,Russia"",21385,RU,City,Active"
"9051426,Novocheboksarsk,""Novocheboksarsk,Chuvashia Republic,Russia"",21348,RU,City,Active"
"9051427,Novouralsk,""Novouralsk,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051428,Noyabrsk,""Noyabrsk,Yamalo-Nenets Autonomous Okrug,Russia"",20984,RU,City,Active"
"9051429,Vnukovo,""Vnukovo,Moscow,Russia"",20950,RU,City,Active"
"9051430,Pavlovsky Posad,""Pavlovsky Posad,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051431,Peschanyy,""Peschanyy,Primorsky Krai,Russia"",20959,RU,City,Active"
"9051432,Petergof,""Petergof,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051433,Pirogovskij,""Pirogovskij,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051434,Polevskoy,""Polevskoy,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051435,Priozersk,""Priozersk,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051436,Pushchino,""Pushchino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051437,Pushkin,""Pushkin,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051438,Pyt-Yakh,""Pyt-Yakh,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"9051439,Raduzhny,""Raduzhny,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"9051440,Razvilka,""Razvilka,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051441,Selyatino,""Selyatino,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051442,Safonovo,""Safonovo,Smolensk Oblast,Russia"",20967,RU,City,Active"
"9051443,Sertolovo,""Sertolovo,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051444,Sestroretsk,""Sestroretsk,Saint Petersburg,Russia"",20968,RU,City,Active"
"9051445,Shatura,""Shatura,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051446,Shlisselburg,""Shlisselburg,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051447,Sibay,""Sibay,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"9051448,Snezhinsk,""Snezhinsk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"9051449,Sovetskaya Gavan,""Sovetskaya Gavan,Khabarovsk Krai,Russia"",20935,RU,City,Active"
"9051450,Staraya,""Staraya,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051451,Staraya Kupavna,""Staraya Kupavna,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051452,Svetogorsk,""Svetogorsk,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051453,Tikhoretsk,""Tikhoretsk,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9051454,Tosno,""Tosno,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051455,Troitsk,""Troitsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051456,Tynda,""Tynda,Amur Oblast,Russia"",20915,RU,City,Active"
"9051457,Udomlya,""Udomlya,Tver Oblast,Russia"",20976,RU,City,Active"
"9051458,Usolye-Sibirskoye,""Usolye-Sibirskoye,Irkutsk Oblast,Russia"",20926,RU,City,Active"
"9051459,Veliky Ustyug,""Veliky Ustyug,Vologda Oblast,Russia"",20982,RU,City,Active"
"9051460,Verkhnyaya Pyshma,""Verkhnyaya Pyshma,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051461,Verkhnyaya Salda,""Verkhnyaya Salda,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051462,Volokolamsk,""Volokolamsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051463,Vsevolozhsk,""Vsevolozhsk,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9051464,Yablonovsky,""Yablonovsky,Adygea,Russia"",21250,RU,City,Active"
"9051465,Yegoryevsk,""Yegoryevsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051466,Yurga,""Yurga,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"9051467,Zarechye,""Zarechye,Moscow Oblast,Russia"",20949,RU,City,Active"
"9051468,Zarechnyy,""Zarechnyy,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9051469,Zarinsk,""Zarinsk,Altai Krai,Russia"",21385,RU,City,Active"
"9051470,Zavolzhye,""Zavolzhye,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"9051471,Zelenodolsk,""Zelenodolsk,Tatarstan,Russia"",20971,RU,City,Active"
"9051472,Zelenograd,""Zelenograd,Moscow,Russia"",20950,RU,City,Active"
"9051473,Zhigulyovsk,""Zhigulyovsk,Samara Oblast,Russia"",20965,RU,City,Active"
"9059995,Domodedovo Moscow Airport,""Domodedovo Moscow Airport,Moscow Oblast,Russia"",20949,RU,Airport,Active"
"9067760,Anadyr,""Anadyr,Chukotka Autonomous Okrug,Russia"",20924,RU,City,Active"
"9074851,Suponevo,""Suponevo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074852,Moldovka,""Moldovka,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074853,Bolshie Vyazyomy,""Bolshie Vyazyomy,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074854,Lipitsy,""Lipitsy,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074855,Lyskovo,""Lyskovo,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"9074856,Petrovo-Dalneye,""Petrovo-Dalneye,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074857,Sarapul,""Sarapul,Udmurt Republic,Russia"",20978,RU,City,Active"
"9074858,Bogolyubovo,""Bogolyubovo,Vladimir Oblast,Russia"",20981,RU,City,Active"
"9074859,Alburikent,""Alburikent,Dagestan Republic,Russia"",20925,RU,City,Active"
"9074860,Novotroitsk,""Novotroitsk,Orenburg Oblast,Russia"",20956,RU,City,Active"
"9074861,Kurovskoye,""Kurovskoye,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074862,Kamensk-Shakhtinsky,""Kamensk-Shakhtinsky,Rostov Oblast,Russia"",20961,RU,City,Active"
"9074863,Shakhovskaya,""Shakhovskaya,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074864,Vatutinki,""Vatutinki,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074865,Solyanka,""Solyanka,Astrakhan Oblast,Russia"",20917,RU,City,Active"
"9074866,Berjosowka,""Berjosowka,Krasnoyarsk Krai,Russia"",20944,RU,City,Active"
"9074867,Staroe Melkovo,""Staroe Melkovo,Tver Oblast,Russia"",20976,RU,City,Active"
"9074868,Ust-Labinsk,""Ust-Labinsk,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074869,Kushchyovskaya,""Kushchyovskaya,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074870,Solnechnoye,""Solnechnoye,Saint Petersburg,Russia"",20968,RU,City,Active"
"9074871,Brokhovo,""Brokhovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074872,Ruza,""Ruza,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074873,Iskitim,""Iskitim,Novosibirsk Oblast,Russia"",20954,RU,City,Active"
"9074874,Vyazniki,""Vyazniki,Vladimir Oblast,Russia"",20981,RU,City,Active"

"9074876,Gudermes,""Gudermes,Chechnya,Russia"",21347,RU,City,Active"
"9074877,Elektrougli,""Elektrougli,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074878,Kresttsy,""Kresttsy,Novgorod Oblast,Russia"",20952,RU,City,Active"
"9074879,Skolkovo Innovation Center,""Skolkovo Innovation Center,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074880,Slavyansk-na-Kubani,""Slavyansk-na-Kubani,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074881,Novoshakhtinsk,""Novoshakhtinsk,Rostov Oblast,Russia"",20961,RU,City,Active"
"9074882,Gadzhiyevo,""Gadzhiyevo,Murmansk Oblast,Russia"",20951,RU,City,Active"
"9074883,Dagestanskiye Ogni,""Dagestanskiye Ogni,Dagestan Republic,Russia"",20925,RU,City,Active"
"9074884,Enem,""Enem,Adygea,Russia"",21250,RU,City,Active"
"9074885,Lesnyye Polyany,""Lesnyye Polyany,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074886,Zavetni,""Zavetni,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074887,Belyaninovo,""Belyaninovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074888,Bavly,""Bavly,Tatarstan,Russia"",20971,RU,City,Active"
"9074889,Shelekhov,""Shelekhov,Irkutsk Oblast,Russia"",20926,RU,City,Active"
"9074890,Poltavskaya,""Poltavskaya,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074891,Afipsky,""Afipsky,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074892,Uzlovaya,""Uzlovaya,Tula Oblast,Russia"",20975,RU,City,Active"
"9074893,Semibratovo,""Semibratovo,Yaroslavl Oblast,Russia"",20985,RU,City,Active"
"9074894,Belaya Kalitva,""Belaya Kalitva,Rostov Oblast,Russia"",20961,RU,City,Active"

"9074896,Sadovyy,""Sadovyy,Novosibirsk Oblast,Russia"",20954,RU,City,Active"
"9074897,Chistopol,""Chistopol,Tatarstan,Russia"",20971,RU,City,Active"
"9074898,Tyarlevo,""Tyarlevo,Saint Petersburg,Russia"",20968,RU,City,Active"
"9074899,Kosherovo,""Kosherovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074900,Myaglovo,""Myaglovo,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9074901,Ruzayevka,""Ruzayevka,Mordovia,Russia"",20948,RU,City,Active"

"9074903,Korenovsk,""Korenovsk,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074904,Znamenskiy,""Znamenskiy,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074905,Labinsk,""Labinsk,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074906,Kratovo,""Kratovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074907,Trudovaya,""Trudovaya,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074908,Balakhna,""Balakhna,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"9074909,Srednyaya Akhtuba,""Srednyaya Akhtuba,Volgograd Oblast,Russia"",20980,RU,City,Active"
"9074910,Lauth,""Lauth,Kaliningrad Oblast,Russia"",20933,RU,City,Active"
"9074911,Salsk,""Salsk,Rostov Oblast,Russia"",20961,RU,City,Active"
"9074912,Borisoglebsk,""Borisoglebsk,Voronezh Oblast,Russia"",20983,RU,City,Active"
"9074913,Pesochny,""Pesochny,Saint Petersburg,Russia"",20968,RU,City,Active"
"9074914,Big Verevo,""Big Verevo,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9074915,Ladozhskaya,""Ladozhskaya,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074916,Possata,""Possata,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9074917,Doskino,""Doskino,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"9074918,Zavidovo,""Zavidovo,Tver Oblast,Russia"",20976,RU,City,Active"
"9074919,Lyuban,""Lyuban,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9074920,Menzelinsk,""Menzelinsk,Tatarstan,Russia"",20971,RU,City,Active"

"9074922,Aksay,""Aksay,Rostov Oblast,Russia"",20961,RU,City,Active"

"9074924,Alexandrovskaya,""Alexandrovskaya,Saint Petersburg,Russia"",20968,RU,City,Active"
"9074925,Kabanovo,""Kabanovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"9074926,Beloyarsky,""Beloyarsky,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"9074927,Semender,""Semender,Dagestan Republic,Russia"",20925,RU,City,Active"
"9074928,Rossosh,""Rossosh,Voronezh Oblast,Russia"",20983,RU,City,Active"
"9074929,Chashnikovo,""Chashnikovo,Moscow Oblast,Russia"",20949,RU,City,Active"

"9074931,Ul'yanovka,""Ul'yanovka,Leningrad Oblast,Russia"",20945,RU,City,Active"
"9074932,Bryukhovetskaya,""Bryukhovetskaya,Krasnodar Krai,Russia"",20931,RU,City,Active"
"9074933,Estosadok,""Estosadok,Krasnodar Krai,Russia"",20931,RU,City,Active"

"9074935,Gorodishche,""Gorodishche,Volgograd Oblast,Russia"",20980,RU,City,Active"
"9074936,Novoye Devyatkino,""Novoye Devyatkino,Leningrad Oblast,Russia"",20945,RU,City,Active"
